speed_kn,foc_mt_day,draft_m,wave_m,wind_beaufort
15.5,51.95,10.8,3.75,8
15.5,44.84,10.8,4.0,0
15.5,45.84,10.8,4.0,1
15.5,46.84,10.8,4.0,2
15.5,47.84,10.8,4.0,3
15.5,48.84,10.8,4.0,4
15.5,49.84,10.8,4.0,5
15.5,50.85,10.8,4.0,6
15.5,51.85,10.8,4.0,7
15.5,52.85,10.8,4.0,8
15.5,33.01,11.0,0.0,0
15.5,33.75,11.0,0.0,1
15.5,34.48,11.0,0.0,2
15.5,35.22,11.0,0.0,3
15.5,35.96,11.0,0.0,4
15.5,36.69,11.0,0.0,5
15.5,37.43,11.0,0.0,6
15.5,38.17,11.0,0.0,7
15.5,38.91,11.0,0.0,8
15.5,33.77,11.0,0.25,0
15.5,34.53,11.0,0.25,1
15.5,35.28,11.0,0.25,2
15.5,36.04,11.0,0.25,3
15.5,36.79,11.0,0.25,4
15.5,37.55,11.0,0.25,5
15.5,38.3,11.0,0.25,6
15.5,39.05,11.0,0.25,7
15.5,39.81,11.0,0.25,8
15.5,34.54,11.0,0.5,0
15.5,35.31,11.0,0.5,1
15.5,36.08,11.0,0.5,2
15.5,36.85,11.0,0.5,3
15.5,37.62,11.0,0.5,4
15.5,38.4,11.0,0.5,5
15.5,39.17,11.0,0.5,6
15.5,39.94,11.0,0.5,7
15.5,40.71,11.0,0.5,8
15.5,35.3,11.0,0.75,0
15.5,36.09,11.0,0.75,1
15.5,36.88,11.0,0.75,2
15.5,37.67,11.0,0.75,3
15.5,38.46,11.0,0.75,4
15.5,39.25,11.0,0.75,5
15.5,40.03,11.0,0.75,6
15.5,40.82,11.0,0.75,7
15.5,41.61,11.0,0.75,8
15.5,36.07,11.0,1.0,0
15.5,36.87,11.0,1.0,1
15.5,37.68,11.0,1.0,2
15.5,38.49,11.0,1.0,3
15.5,39.29,11.0,1.0,4
15.5,40.1,11.0,1.0,5
15.5,40.9,11.0,1.0,6
15.5,41.71,11.0,1.0,7
15.5,42.51,11.0,1.0,8
15.5,36.83,11.0,1.25,0
15.5,37.66,11.0,1.25,1
15.5,38.48,11.0,1.25,2
15.5,39.3,11.0,1.25,3
15.5,40.12,11.0,1.25,4
15.5,40.95,11.0,1.25,5
15.5,41.77,11.0,1.25,6
15.5,42.59,11.0,1.25,7
15.5,43.41,11.0,1.25,8
15.5,37.6,11.0,1.5,0
15.5,38.44,11.0,1.5,1
15.5,39.28,11.0,1.5,2
15.5,40.12,11.0,1.5,3
15.5,40.96,11.0,1.5,4
15.5,41.8,11.0,1.5,5
15.5,42.64,11.0,1.5,6
15.5,43.48,11.0,1.5,7
15.5,44.32,11.0,1.5,8
15.5,38.36,11.0,1.75,0
15.5,39.22,11.0,1.75,1
15.5,40.08,11.0,1.75,2
15.5,40.93,11.0,1.75,3
15.5,41.79,11.0,1.75,4
15.5,42.65,11.0,1.75,5
15.5,43.5,11.0,1.75,6
15.5,44.36,11.0,1.75,7
15.5,45.22,11.0,1.75,8
15.5,39.13,11.0,2.0,0
15.5,40.0,11.0,2.0,1
15.5,40.88,11.0,2.0,2
15.5,41.75,11.0,2.0,3
15.5,42.62,11.0,2.0,4
15.5,43.5,11.0,2.0,5
15.5,44.37,11.0,2.0,6
15.5,45.25,11.0,2.0,7
15.5,46.12,11.0,2.0,8
15.5,39.89,11.0,2.25,0
15.5,40.79,11.0,2.25,1
15.5,41.68,11.0,2.25,2
15.5,42.57,11.0,2.25,3
15.5,43.46,11.0,2.25,4
15.5,44.35,11.0,2.25,5
15.5,45.24,11.0,2.25,6
15.5,46.13,11.0,2.25,7
15.5,47.02,11.0,2.25,8
15.5,40.66,11.0,2.5,0
15.5,41.57,11.0,2.5,1
15.5,42.48,11.0,2.5,2
15.5,43.38,11.0,2.5,3
15.5,44.29,11.0,2.5,4
15.5,45.2,11.0,2.5,5
15.5,46.11,11.0,2.5,6
15.5,47.01,11.0,2.5,7
15.5,47.92,11.0,2.5,8
15.5,41.42,11.0,2.75,0
15.5,42.35,11.0,2.75,1
15.5,43.27,11.0,2.75,2
15.5,44.2,11.0,2.75,3
15.5,45.12,11.0,2.75,4
15.5,46.05,11.0,2.75,5
15.5,46.97,11.0,2.75,6
15.5,47.9,11.0,2.75,7
15.5,48.82,11.0,2.75,8
15.5,42.19,11.0,3.0,0
15.5,43.13,11.0,3.0,1
15.5,44.07,11.0,3.0,2
15.5,45.02,11.0,3.0,3
15.5,45.96,11.0,3.0,4
15.5,46.9,11.0,3.0,5
15.5,47.84,11.0,3.0,6
15.5,48.78,11.0,3.0,7
15.5,49.73,11.0,3.0,8
15.5,42.95,11.0,3.25,0
15.5,43.91,11.0,3.25,1
15.5,44.87,11.0,3.25,2
15.5,45.83,11.0,3.25,3
15.5,46.79,11.0,3.25,4
15.5,47.75,11.0,3.25,5
15.5,48.71,11.0,3.25,6
15.5,49.67,11.0,3.25,7
15.5,50.63,11.0,3.25,8
15.5,43.72,11.0,3.5,0
15.5,44.7,11.0,3.5,1
15.5,45.67,11.0,3.5,2
15.5,46.65,11.0,3.5,3
15.5,47.62,11.0,3.5,4
15.5,48.6,11.0,3.5,5
15.5,49.58,11.0,3.5,6
15.5,50.55,11.0,3.5,7
15.5,51.53,11.0,3.5,8
15.5,44.48,11.0,3.75,0
15.5,45.48,11.0,3.75,1
15.5,46.47,11.0,3.75,2
15.5,47.46,11.0,3.75,3
15.5,48.46,11.0,3.75,4
15.5,49.45,11.0,3.75,5
15.5,50.44,11.0,3.75,6
15.5,51.44,11.0,3.75,7
15.5,52.43,11.0,3.75,8
15.5,45.25,11.0,4.0,0
15.5,46.26,11.0,4.0,1
15.5,47.27,11.0,4.0,2
15.5,48.28,11.0,4.0,3
15.5,49.29,11.0,4.0,4
15.5,50.3,11.0,4.0,5
15.5,51.31,11.0,4.0,6
15.5,52.32,11.0,4.0,7
15.5,53.33,11.0,4.0,8
15.5,33.31,11.2,0.0,0
15.5,34.05,11.2,0.0,1
15.5,34.8,11.2,0.0,2
15.5,35.54,11.2,0.0,3
15.5,36.28,11.2,0.0,4
15.5,37.03,11.2,0.0,5
15.5,37.77,11.2,0.0,6
15.5,38.52,11.2,0.0,7
15.5,39.26,11.2,0.0,8
15.5,34.08,11.2,0.25,0
15.5,34.84,11.2,0.25,1
15.5,35.6,11.2,0.25,2
15.5,36.36,11.2,0.25,3
15.5,37.13,11.2,0.25,4
15.5,37.89,11.2,0.25,5
15.5,38.65,11.2,0.25,6
15.5,39.41,11.2,0.25,7
15.5,40.17,11.2,0.25,8
15.5,34.85,11.2,0.5,0
15.5,35.63,11.2,0.5,1
15.5,36.41,11.2,0.5,2
15.5,37.19,11.2,0.5,3
15.5,37.97,11.2,0.5,4
15.5,38.74,11.2,0.5,5
15.5,39.52,11.2,0.5,6
15.5,40.3,11.2,0.5,7
15.5,41.08,11.2,0.5,8
15.5,35.63,11.2,0.75,0
15.5,36.42,11.2,0.75,1
15.5,37.22,11.2,0.75,2
15.5,38.01,11.2,0.75,3
15.5,38.81,11.2,0.75,4
15.5,39.6,11.2,0.75,5
15.5,40.4,11.2,0.75,6
15.5,41.19,11.2,0.75,7
15.5,41.99,11.2,0.75,8
15.5,36.4,11.2,1.0,0
15.5,37.21,11.2,1.0,1
15.5,38.02,11.2,1.0,2
15.5,38.84,11.2,1.0,3
15.5,39.65,11.2,1.0,4
15.5,40.46,11.2,1.0,5
15.5,41.27,11.2,1.0,6
15.5,42.09,11.2,1.0,7
15.5,42.9,11.2,1.0,8
15.5,37.17,11.2,1.25,0
15.5,38.0,11.2,1.25,1
15.5,38.83,11.2,1.25,2
15.5,39.66,11.2,1.25,3
15.5,40.49,11.2,1.25,4
15.5,41.32,11.2,1.25,5
15.5,42.15,11.2,1.25,6
15.5,42.98,11.2,1.25,7
15.5,43.81,11.2,1.25,8
15.5,37.94,11.2,1.5,0
15.5,38.79,11.2,1.5,1
15.5,39.64,11.2,1.5,2
15.5,40.48,11.2,1.5,3
15.5,41.33,11.2,1.5,4
15.5,42.18,11.2,1.5,5
15.5,43.02,11.2,1.5,6
15.5,43.87,11.2,1.5,7
15.5,44.72,11.2,1.5,8
15.5,38.71,11.2,1.75,0
15.5,39.58,11.2,1.75,1
15.5,40.44,11.2,1.75,2
15.5,41.31,11.2,1.75,3
15.5,42.17,11.2,1.75,4
15.5,43.04,11.2,1.75,5
15.5,43.9,11.2,1.75,6
15.5,44.76,11.2,1.75,7
15.5,45.63,11.2,1.75,8
15.5,39.48,11.2,2.0,0
15.5,40.37,11.2,2.0,1
15.5,41.25,11.2,2.0,2
15.5,42.13,11.2,2.0,3
15.5,43.01,11.2,2.0,4
15.5,43.89,11.2,2.0,5
15.5,44.78,11.2,2.0,6
15.5,45.66,11.2,2.0,7
15.5,46.54,11.2,2.0,8
15.5,40.26,11.2,2.25,0
15.5,41.16,11.2,2.25,1
15.5,42.05,11.2,2.25,2
15.5,42.95,11.2,2.25,3
15.5,43.85,11.2,2.25,4
15.5,44.75,11.2,2.25,5
15.5,45.65,11.2,2.25,6
15.5,46.55,11.2,2.25,7
15.5,47.45,11.2,2.25,8
15.5,41.03,11.2,2.5,0
15.5,41.95,11.2,2.5,1
15.5,42.86,11.2,2.5,2
15.5,43.78,11.2,2.5,3
15.5,44.69,11.2,2.5,4
15.5,45.61,11.2,2.5,5
15.5,46.53,11.2,2.5,6
15.5,47.44,11.2,2.5,7
15.5,48.36,11.2,2.5,8
15.5,41.8,11.2,2.75,0
15.5,42.73,11.2,2.75,1
15.5,43.67,11.2,2.75,2
15.5,44.6,11.2,2.75,3
15.5,45.53,11.2,2.75,4
15.5,46.47,11.2,2.75,5
15.5,47.4,11.2,2.75,6
15.5,48.33,11.2,2.75,7
15.5,49.27,11.2,2.75,8
15.5,42.57,11.2,3.0,0
15.5,43.52,11.2,3.0,1
15.5,44.47,11.2,3.0,2
15.5,45.42,11.2,3.0,3
15.5,46.38,11.2,3.0,4
15.5,47.33,11.2,3.0,5
15.5,48.28,11.2,3.0,6
15.5,49.23,11.2,3.0,7
15.5,50.18,11.2,3.0,8
15.5,43.34,11.2,3.25,0
15.5,44.31,11.2,3.25,1
15.5,45.28,11.2,3.25,2
15.5,46.25,11.2,3.25,3
15.5,47.22,11.2,3.25,4
15.5,48.18,11.2,3.25,5
15.5,49.15,11.2,3.25,6
15.5,50.12,11.2,3.25,7
15.5,51.09,11.2,3.25,8
15.5,44.12,11.2,3.5,0
15.5,45.1,11.2,3.5,1
15.5,46.09,11.2,3.5,2
15.5,47.07,11.2,3.5,3
15.5,48.06,11.2,3.5,4
15.5,49.04,11.2,3.5,5
15.5,50.03,11.2,3.5,6
15.5,51.01,11.2,3.5,7
15.5,52.0,11.2,3.5,8
15.5,44.89,11.2,3.75,0
15.5,45.89,11.2,3.75,1
15.5,46.89,11.2,3.75,2
15.5,47.9,11.2,3.75,3
15.5,48.9,11.2,3.75,4
15.5,49.9,11.2,3.75,5
15.5,50.9,11.2,3.75,6
15.5,51.91,11.2,3.75,7
15.5,52.91,11.2,3.75,8
15.5,45.66,11.2,4.0,0
15.5,46.68,11.2,4.0,1
15.5,47.7,11.2,4.0,2
15.5,48.72,11.2,4.0,3
15.5,49.74,11.2,4.0,4
15.5,50.76,11.2,4.0,5
15.5,51.78,11.2,4.0,6
15.5,52.8,11.2,4.0,7
15.5,53.82,11.2,4.0,8
15.5,33.61,11.4,0.0,0
15.5,34.36,11.4,0.0,1
15.5,35.11,11.4,0.0,2
15.5,35.86,11.4,0.0,3
15.5,36.61,11.4,0.0,4
15.5,37.36,11.4,0.0,5
15.5,38.11,11.4,0.0,6
15.5,38.86,11.4,0.0,7
15.5,39.61,11.4,0.0,8
15.5,34.39,11.4,0.25,0
15.5,35.16,11.4,0.25,1
15.5,35.92,11.4,0.25,2
15.5,36.69,11.4,0.25,3
15.5,37.46,11.4,0.25,4
15.5,38.23,11.4,0.25,5
15.5,39.0,11.4,0.25,6
15.5,39.76,11.4,0.25,7
15.5,40.53,11.4,0.25,8
15.5,35.17,11.4,0.5,0
15.5,35.95,11.4,0.5,1
15.5,36.74,11.4,0.5,2
15.5,37.52,11.4,0.5,3
15.5,38.31,11.4,0.5,4
15.5,39.09,11.4,0.5,5
15.5,39.88,11.4,0.5,6
15.5,40.66,11.4,0.5,7
15.5,41.45,11.4,0.5,8
15.5,35.95,11.4,0.75,0
15.5,36.75,11.4,0.75,1
15.5,37.55,11.4,0.75,2
15.5,38.35,11.4,0.75,3
15.5,39.16,11.4,0.75,4
15.5,39.96,11.4,0.75,5
15.5,40.76,11.4,0.75,6
15.5,41.56,11.4,0.75,7
15.5,42.37,11.4,0.75,8
15.5,36.73,11.4,1.0,0
15.5,37.55,11.4,1.0,1
15.5,38.37,11.4,1.0,2
15.5,39.19,11.4,1.0,3
15.5,40.01,11.4,1.0,4
15.5,40.83,11.4,1.0,5
15.5,41.65,11.4,1.0,6
15.5,42.47,11.4,1.0,7
15.5,43.29,11.4,1.0,8
15.5,37.5,11.4,1.25,0
15.5,38.34,11.4,1.25,1
15.5,39.18,11.4,1.25,2
15.5,40.02,11.4,1.25,3
15.5,40.85,11.4,1.25,4
15.5,41.69,11.4,1.25,5
15.5,42.53,11.4,1.25,6
15.5,43.37,11.4,1.25,7
15.5,44.2,11.4,1.25,8
15.5,38.28,11.4,1.5,0
15.5,39.14,11.4,1.5,1
15.5,39.99,11.4,1.5,2
15.5,40.85,11.4,1.5,3
15.5,41.7,11.4,1.5,4
15.5,42.56,11.4,1.5,5
15.5,43.41,11.4,1.5,6
15.5,44.27,11.4,1.5,7
15.5,45.12,11.4,1.5,8
15.5,39.06,11.4,1.75,0
15.5,39.93,11.4,1.75,1
15.5,40.81,11.4,1.75,2
15.5,41.68,11.4,1.75,3
15.5,42.55,11.4,1.75,4
15.5,43.42,11.4,1.75,5
15.5,44.3,11.4,1.75,6
15.5,45.17,11.4,1.75,7
15.5,46.04,11.4,1.75,8
15.5,39.84,11.4,2.0,0
15.5,40.73,11.4,2.0,1
15.5,41.62,11.4,2.0,2
15.5,42.51,11.4,2.0,3
15.5,43.4,11.4,2.0,4
15.5,44.29,11.4,2.0,5
15.5,45.18,11.4,2.0,6
15.5,46.07,11.4,2.0,7
15.5,46.96,11.4,2.0,8
15.5,40.62,11.4,2.25,0
15.5,41.53,11.4,2.25,1
15.5,42.43,11.4,2.25,2
15.5,43.34,11.4,2.25,3
15.5,44.25,11.4,2.25,4
15.5,45.15,11.4,2.25,5
15.5,46.06,11.4,2.25,6
15.5,46.97,11.4,2.25,7
15.5,47.88,11.4,2.25,8
15.5,41.4,11.4,2.5,0
15.5,42.32,11.4,2.5,1
15.5,43.25,11.4,2.5,2
15.5,44.17,11.4,2.5,3
15.5,45.1,11.4,2.5,4
15.5,46.02,11.4,2.5,5
15.5,46.95,11.4,2.5,6
15.5,47.87,11.4,2.5,7
15.5,48.79,11.4,2.5,8
15.5,42.18,11.4,2.75,0
15.5,43.12,11.4,2.75,1
15.5,44.06,11.4,2.75,2
15.5,45.0,11.4,2.75,3
15.5,45.94,11.4,2.75,4
15.5,46.89,11.4,2.75,5
15.5,47.83,11.4,2.75,6
15.5,48.77,11.4,2.75,7
15.5,49.71,11.4,2.75,8
15.5,42.96,11.4,3.0,0
15.5,43.92,11.4,3.0,1
15.5,44.87,11.4,3.0,2
15.5,45.83,11.4,3.0,3
15.5,46.79,11.4,3.0,4
15.5,47.75,11.4,3.0,5
15.5,48.71,11.4,3.0,6
15.5,49.67,11.4,3.0,7
15.5,50.63,11.4,3.0,8
15.5,43.74,11.4,3.25,0
15.5,44.71,11.4,3.25,1
15.5,45.69,11.4,3.25,2
15.5,46.67,11.4,3.25,3
15.5,47.64,11.4,3.25,4
15.5,48.62,11.4,3.25,5
15.5,49.59,11.4,3.25,6
15.5,50.57,11.4,3.25,7
15.5,51.55,11.4,3.25,8
15.5,44.51,11.4,3.5,0
15.5,45.51,11.4,3.5,1
15.5,46.5,11.4,3.5,2
15.5,47.5,11.4,3.5,3
15.5,48.49,11.4,3.5,4
15.5,49.48,11.4,3.5,5
15.5,50.48,11.4,3.5,6
15.5,51.47,11.4,3.5,7
15.5,52.47,11.4,3.5,8
15.5,45.29,11.4,3.75,0
15.5,46.3,11.4,3.75,1
15.5,47.32,11.4,3.75,2
15.5,48.33,11.4,3.75,3
15.5,49.34,11.4,3.75,4
15.5,50.35,11.4,3.75,5
15.5,51.36,11.4,3.75,6
15.5,52.37,11.4,3.75,7
15.5,53.38,11.4,3.75,8
15.5,46.07,11.4,4.0,0
15.5,47.1,11.4,4.0,1
15.5,48.13,11.4,4.0,2
15.5,49.16,11.4,4.0,3
15.5,50.19,11.4,4.0,4
15.5,51.22,11.4,4.0,5
15.5,52.24,11.4,4.0,6
15.5,53.27,11.4,4.0,7
15.5,54.3,11.4,4.0,8
15.5,33.91,11.6,0.0,0
15.5,34.67,11.6,0.0,1
15.5,35.42,11.6,0.0,2
15.5,36.18,11.6,0.0,3
15.5,36.94,11.6,0.0,4
15.5,37.7,11.6,0.0,5
15.5,38.45,11.6,0.0,6
15.5,39.21,11.6,0.0,7
15.5,39.97,11.6,0.0,8
15.5,34.7,11.6,0.25,0
15.5,35.47,11.6,0.25,1
15.5,36.24,11.6,0.25,2
15.5,37.02,11.6,0.25,3
15.5,37.79,11.6,0.25,4
15.5,38.57,11.6,0.25,5
15.5,39.34,11.6,0.25,6
15.5,40.12,11.6,0.25,7
15.5,40.89,11.6,0.25,8
15.5,35.48,11.6,0.5,0
15.5,36.27,11.6,0.5,1
15.5,37.07,11.6,0.5,2
15.5,37.86,11.6,0.5,3
15.5,38.65,11.6,0.5,4
15.5,39.44,11.6,0.5,5
15.5,40.24,11.6,0.5,6
15.5,41.03,11.6,0.5,7
15.5,41.82,11.6,0.5,8
15.5,36.27,11.6,0.75,0
15.5,37.08,11.6,0.75,1
15.5,37.89,11.6,0.75,2
15.5,38.7,11.6,0.75,3
15.5,39.51,11.6,0.75,4
15.5,40.32,11.6,0.75,5
15.5,41.13,11.6,0.75,6
15.5,41.94,11.6,0.75,7
15.5,42.75,11.6,0.75,8
15.5,37.05,11.6,1.0,0
15.5,37.88,11.6,1.0,1
15.5,38.71,11.6,1.0,2
15.5,39.54,11.6,1.0,3
15.5,40.36,11.6,1.0,4
15.5,41.19,11.6,1.0,5
15.5,42.02,11.6,1.0,6
15.5,42.84,11.6,1.0,7
15.5,43.67,11.6,1.0,8
15.5,37.84,11.6,1.25,0
15.5,38.68,11.6,1.25,1
15.5,39.53,11.6,1.25,2
15.5,40.37,11.6,1.25,3
15.5,41.22,11.6,1.25,4
15.5,42.06,11.6,1.25,5
15.5,42.91,11.6,1.25,6
15.5,43.75,11.6,1.25,7
15.5,44.6,11.6,1.25,8
15.5,38.62,11.6,1.5,0
15.5,39.49,11.6,1.5,1
15.5,40.35,11.6,1.5,2
15.5,41.21,11.6,1.5,3
15.5,42.07,11.6,1.5,4
15.5,42.94,11.6,1.5,5
15.5,43.8,11.6,1.5,6
15.5,44.66,11.6,1.5,7
15.5,45.52,11.6,1.5,8
15.5,39.41,11.6,1.75,0
15.5,40.29,11.6,1.75,1
15.5,41.17,11.6,1.75,2
15.5,42.05,11.6,1.75,3
15.5,42.93,11.6,1.75,4
15.5,43.81,11.6,1.75,5
15.5,44.69,11.6,1.75,6
15.5,45.57,11.6,1.75,7
15.5,46.45,11.6,1.75,8
15.5,40.2,11.6,2.0,0
15.5,41.09,11.6,2.0,1
15.5,41.99,11.6,2.0,2
15.5,42.89,11.6,2.0,3
15.5,43.79,11.6,2.0,4
15.5,44.68,11.6,2.0,5
15.5,45.58,11.6,2.0,6
15.5,46.48,11.6,2.0,7
15.5,47.38,11.6,2.0,8
15.5,40.98,11.6,2.25,0
15.5,41.9,11.6,2.25,1
15.5,42.81,11.6,2.25,2
15.5,43.73,11.6,2.25,3
15.5,44.64,11.6,2.25,4
15.5,45.56,11.6,2.25,5
15.5,46.47,11.6,2.25,6
15.5,47.39,11.6,2.25,7
15.5,48.3,11.6,2.25,8
15.5,41.77,11.6,2.5,0
15.5,42.7,11.6,2.5,1
15.5,43.63,11.6,2.5,2
15.5,44.57,11.6,2.5,3
15.5,45.5,11.6,2.5,4
15.5,46.43,11.6,2.5,5
15.5,47.36,11.6,2.5,6
15.5,48.3,11.6,2.5,7
15.5,49.23,11.6,2.5,8
15.5,42.55,11.6,2.75,0
15.5,43.5,11.6,2.75,1
15.5,44.45,11.6,2.75,2
15.5,45.4,11.6,2.75,3
15.5,46.35,11.6,2.75,4
15.5,47.31,11.6,2.75,5
15.5,48.26,11.6,2.75,6
15.5,49.21,11.6,2.75,7
15.5,50.16,11.6,2.75,8
15.5,43.34,11.6,3.0,0
15.5,44.31,11.6,3.0,1
15.5,45.28,11.6,3.0,2
15.5,46.24,11.6,3.0,3
15.5,47.21,11.6,3.0,4
15.5,48.18,11.6,3.0,5
15.5,49.15,11.6,3.0,6
15.5,50.11,11.6,3.0,7
15.5,51.08,11.6,3.0,8
15.5,44.13,11.6,3.25,0
15.5,45.11,11.6,3.25,1
15.5,46.1,11.6,3.25,2
15.5,47.08,11.6,3.25,3
15.5,48.07,11.6,3.25,4
15.5,49.05,11.6,3.25,5
15.5,50.04,11.6,3.25,6
15.5,51.02,11.6,3.25,7
15.5,52.01,11.6,3.25,8
15.5,44.91,11.6,3.5,0
15.5,45.91,11.6,3.5,1
15.5,46.92,11.6,3.5,2
15.5,47.92,11.6,3.5,3
15.5,48.92,11.6,3.5,4
15.5,49.93,11.6,3.5,5
15.5,50.93,11.6,3.5,6
15.5,51.93,11.6,3.5,7
15.5,52.93,11.6,3.5,8
15.5,45.7,11.6,3.75,0
15.5,46.72,11.6,3.75,1
15.5,47.74,11.6,3.75,2
15.5,48.76,11.6,3.75,3
15.5,49.78,11.6,3.75,4
15.5,50.8,11.6,3.75,5
15.5,51.82,11.6,3.75,6
15.5,52.84,11.6,3.75,7
15.5,53.86,11.6,3.75,8
15.5,46.48,11.6,4.0,0
15.5,47.52,11.6,4.0,1
15.5,48.56,11.6,4.0,2
15.5,49.6,11.6,4.0,3
15.5,50.64,11.6,4.0,4
15.5,51.67,11.6,4.0,5
15.5,52.71,11.6,4.0,6
15.5,53.75,11.6,4.0,7
15.5,54.79,11.6,4.0,8
15.5,34.21,11.8,0.0,0
15.5,34.97,11.8,0.0,1
15.5,35.74,11.8,0.0,2
15.5,36.5,11.8,0.0,3
15.5,37.27,11.8,0.0,4
15.5,38.03,11.8,0.0,5
15.5,38.79,11.8,0.0,6
15.5,39.56,11.8,0.0,7
15.5,40.32,11.8,0.0,8
15.5,35.0,11.8,0.25,0
15.5,35.78,11.8,0.25,1
15.5,36.57,11.8,0.25,2
15.5,37.35,11.8,0.25,3
15.5,38.13,11.8,0.25,4
15.5,38.91,11.8,0.25,5
15.5,39.69,11.8,0.25,6
15.5,40.47,11.8,0.25,7
15.5,41.26,11.8,0.25,8
15.5,35.8,11.8,0.5,0
15.5,36.59,11.8,0.5,1
15.5,37.39,11.8,0.5,2
15.5,38.19,11.8,0.5,3
15.5,38.99,11.8,0.5,4
15.5,39.79,11.8,0.5,5
15.5,40.59,11.8,0.5,6
15.5,41.39,11.8,0.5,7
15.5,42.19,11.8,0.5,8
15.5,36.59,11.8,0.75,0
15.5,37.41,11.8,0.75,1
15.5,38.22,11.8,0.75,2
15.5,39.04,11.8,0.75,3
15.5,39.86,11.8,0.75,4
15.5,40.67,11.8,0.75,5
15.5,41.49,11.8,0.75,6
15.5,42.31,11.8,0.75,7
15.5,43.12,11.8,0.75,8
15.5,37.38,11.8,1.0,0
15.5,38.22,11.8,1.0,1
15.5,39.05,11.8,1.0,2
15.5,39.89,11.8,1.0,3
15.5,40.72,11.8,1.0,4
15.5,41.55,11.8,1.0,5
15.5,42.39,11.8,1.0,6
15.5,43.22,11.8,1.0,7
15.5,44.06,11.8,1.0,8
15.5,38.17,11.8,1.25,0
15.5,39.03,11.8,1.25,1
15.5,39.88,11.8,1.25,2
15.5,40.73,11.8,1.25,3
15.5,41.58,11.8,1.25,4
15.5,42.44,11.8,1.25,5
15.5,43.29,11.8,1.25,6
15.5,44.14,11.8,1.25,7
15.5,44.99,11.8,1.25,8
15.5,38.97,11.8,1.5,0
15.5,39.84,11.8,1.5,1
15.5,40.71,11.8,1.5,2
15.5,41.58,11.8,1.5,3
15.5,42.45,11.8,1.5,4
15.5,43.32,11.8,1.5,5
15.5,44.19,11.8,1.5,6
15.5,45.06,11.8,1.5,7
15.5,45.93,11.8,1.5,8
15.5,39.76,11.8,1.75,0
15.5,40.65,11.8,1.75,1
15.5,41.53,11.8,1.75,2
15.5,42.42,11.8,1.75,3
15.5,43.31,11.8,1.75,4
15.5,44.2,11.8,1.75,5
15.5,45.09,11.8,1.75,6
15.5,45.97,11.8,1.75,7
15.5,46.86,11.8,1.75,8
15.5,40.55,11.8,2.0,0
15.5,41.46,11.8,2.0,1
15.5,42.36,11.8,2.0,2
15.5,43.27,11.8,2.0,3
15.5,44.17,11.8,2.0,4
15.5,45.08,11.8,2.0,5
15.5,45.99,11.8,2.0,6
15.5,46.89,11.8,2.0,7
15.5,47.8,11.8,2.0,8
15.5,41.34,11.8,2.25,0
15.5,42.27,11.8,2.25,1
15.5,43.19,11.8,2.25,2
15.5,44.11,11.8,2.25,3
15.5,45.04,11.8,2.25,4
15.5,45.96,11.8,2.25,5
15.5,46.88,11.8,2.25,6
15.5,47.81,11.8,2.25,7
15.5,48.73,11.8,2.25,8
15.5,42.14,11.8,2.5,0
15.5,43.08,11.8,2.5,1
15.5,44.02,11.8,2.5,2
15.5,44.96,11.8,2.5,3
15.5,45.9,11.8,2.5,4
15.5,46.84,11.8,2.5,5
15.5,47.78,11.8,2.5,6
15.5,48.72,11.8,2.5,7
15.5,49.67,11.8,2.5,8
15.5,42.93,11.8,2.75,0
15.5,43.89,11.8,2.75,1
15.5,44.85,11.8,2.75,2
15.5,45.81,11.8,2.75,3
15.5,46.77,11.8,2.75,4
15.5,47.72,11.8,2.75,5
15.5,48.68,11.8,2.75,6
15.5,49.64,11.8,2.75,7
15.5,50.6,11.8,2.75,8
15.5,43.72,11.8,3.0,0
15.5,44.7,11.8,3.0,1
15.5,45.68,11.8,3.0,2
15.5,46.65,11.8,3.0,3
15.5,47.63,11.8,3.0,4
15.5,48.61,11.8,3.0,5
15.5,49.58,11.8,3.0,6
15.5,50.56,11.8,3.0,7
15.5,51.53,11.8,3.0,8
15.5,44.52,11.8,3.25,0
15.5,45.51,11.8,3.25,1
15.5,46.5,11.8,3.25,2
15.5,47.5,11.8,3.25,3
15.5,48.49,11.8,3.25,4
15.5,49.49,11.8,3.25,5
15.5,50.48,11.8,3.25,6
15.5,51.47,11.8,3.25,7
15.5,52.47,11.8,3.25,8
15.5,45.31,11.8,3.5,0
15.5,46.32,11.8,3.5,1
15.5,47.33,11.8,3.5,2
15.5,48.34,11.8,3.5,3
15.5,49.36,11.8,3.5,4
15.5,50.37,11.8,3.5,5
15.5,51.38,11.8,3.5,6
15.5,52.39,11.8,3.5,7
15.5,53.4,11.8,3.5,8
15.5,46.1,11.8,3.75,0
15.5,47.13,11.8,3.75,1
15.5,48.16,11.8,3.75,2
15.5,49.19,11.8,3.75,3
15.5,50.22,11.8,3.75,4
15.5,51.25,11.8,3.75,5
15.5,52.28,11.8,3.75,6
15.5,53.31,11.8,3.75,7
15.5,54.34,11.8,3.75,8
15.5,46.89,11.8,4.0,0
15.5,47.94,11.8,4.0,1
15.5,48.99,11.8,4.0,2
15.5,50.04,11.8,4.0,3
15.5,51.08,11.8,4.0,4
15.5,52.13,11.8,4.0,5
15.5,53.18,11.8,4.0,6
15.5,54.22,11.8,4.0,7
15.5,55.27,11.8,4.0,8
15.5,34.51,12.0,0.0,0
